Stimulation_Day5_Donor1_IL-15	Stimulation_Day5_Donor1_Mabkine	Stimulation_Day5_Donor2_IL-15	Stimulation_Day5_Donor2_Mabkine	Stimulation_Day5_Donor3_IL-15	Stimulation_Day5_Donor3_Mabkine
LOC100506195	0.0772468	0.0324945	0.0395069	0.0984746	0.6238437	1.588034
LOC100506207	0.5065445	0.483629	0.824368	0.6960469	1.36581	0.885085
LOC100506229	0.0866703	0	0	0.04949034458	0.0846764	0.169137
LOC100506233	6.33016	6.10753	5.86602	2.39496	12.6884	9.09101
LOC100506241	2.08365	1.65413	3.44652	2.83245	3.78212	3.9071
LOC100506274	0	0	0	0.172836	0	0
LOC100506305	1.17384	1.14577	2.02378	1.07903	2.43619	1.98812
LOC100506314	0.187938	0.0527033	0.57612	0.212665	0.306284	0.488862
LOC100506321	0.935393	0.66686	0.955347	0.629583	3.36512	1.03198
LOC100506343	0.0547373	0.0460503	0.167853	0.148679	0.0535383	0.320326
LOC100506368	0	0.0787922	0	0.0635489	0.0914838	0.182796
LOC100506384	0	0	0.375025	0	0	0
LOC100506385	2.083227	2.071518	2.018323	2.434302	1.896244	3.05796
LOC100506388	0.114458234	0.191704	0.350096156	0.154555	0	0.44689073
LOC100506393	0	0	0	0.345174	0	0
LOC100506394	1.929	2.0659	3.69853	2.68037	3.54532	3.45166
LOC100506403	0	0	0	0	0	0
LOC100506421	2.38392	1.60735	3.6216	2.10637	3.60473	4.79496
LOC100506422	0.750949	0.353443	1.14786	1.31458	2.10762	2.14839
LOC100506451	1.23108	0.31068	0.250942	0.751292	0.4804870829636	1.4421600201022
LOC100506469	7.48887	6.11187	10.5686	5.80428	12.8334	16.5316
LOC100506472	1.69908	1.15679	2.17356	1.23613	1.90326	2.41267
LOC100506474	0	0.0468627	0.0569357	0.189124	0.544811	0.325982
LOC100506497	0.0949236	0.102889	0.188671	0.224702	0.281115	0.172914
LOC100506548	3.60981	2.34728	4.39883	3.71389	5.49644	5.50202
LOC100506585	0	0.0203843	0.173587	0.0658525	0.0237234	0.0472434
LOC100506599	0.969027	0.543943	1.56875	0.539399	1.43579	1.91883
LOC100506655	0.36712	0.308863	0.625805	0.277076	0.958014	0.477337
LOC100506668	0.743406	2.35736	2.16253	2.32979	3.07602	4.01593
LOC100506688	2.13669	1.237	3.1224	1.78202	2.83646	4.63447
LOC100506710	7.92195	6.24664	9.55941	6.33304	9.93469	10.6581
LOC100506713	3.68693	2.28507	6.74135	2.90972	7.32978	4.16899
LOC100506714	4.99257	4.46298	3.53967	3.7129	4.95488	3.61777
LOC100506730	4.33497	1.65788	5.77736	3.63467	7.62785	12.0198
LOC100506746	3.64956	1.67719	4.13055	3.56268	5.09851	5.54861
LOC100506776	6.11118	4.65637	7.32164	5.65152	12.0509	9.44107
LOC100506795	0.0375252	0.0934123	0.340736	0.276556	0.255746	0.433072
LOC100506801	0.41342	0.382597	0.718807	0.477384	1.33503	1.2901
LOC100506804	0.692768	0.364247	0.795559	0.29382	0.507624	1.52093
LOC100506810	0.330989	0.62656	0.16936	0.431036	0.513078	0.699212
LOC100506834	0.39216	0.18589	0.846635	0.418449	1.07859	1.036
LOC100506844	10.4824	4.18444	16.6205	6.97864	19.2059	10.0634
LOC100506874	0.8535638	0.31471907	0.6252825	0.7681784	1.0951223	1.211437
LOC100506895	0.0362663	0.0305115	0.111299	0.0739092	0.035495	0
LOC100506963	0.746429	0.691819	0.681219	1.00498	1.87904	1.08568
LOC100506990	6.25626	5.19947	14.7276	9.24696	15.61089	18.12862
LOC100507003	0.0708138	0	0	0.0961404	0	0.138165
LOC100507032	1.55017	1.24953	3.09404	1.93551	3.59883	3.29798
LOC100507053	0.312212	0.056752	0.277036	0.306689	0.589051	0.5252
LOC100507066	0.263904	0	0.806602	0.0894571	0.257422	0.772973
LOC100507091	0.343183	0.0824916	0.401002	0.299659	0.287771	0.478137
LOC100507117	1.6298	0.996578	3.60606	2.1698	2.83244	3.44964
LOC100507118	0	0.361719	0.356149	0.243789	0.50978	0.794118
LOC100507140	0	0	0.322793	0.0357384	0.102957	0.205313
LOC100507156	1.36861	0.911273	1.37084	1.43905	1.9335	2.44798
LOC100507173	8.53278	5.64235	10.10387	8.8479	15.37086	13.5116
LOC100507194	0.314566	0.0661585	0.642424	0.160125	0.691687000752151	0.767265
LOC100507205	0.289413	0	0.879019	0.195638	0	0
LOC100507206	0	0	0.0970545	0	0.139297	0.833135
LOC100507217	2.89688	2.379749	3.397486	2.253061	3.829501	4.0385751
LOC100507244	0.282661	0.118898	0.505279	0.335786	0.345393	0.137874
LOC100507250	0.315974	0.10633	0.51658	0.300335	0.247168	0.36986
LOC100507254	0	0	0	0	0	0
LOC100507266	0.215163	0.57926	0.572113	0.321516	1.89483	1.34288
LOC100507299	0.667109	0.841785	1.24714	0.75411	1.9536	2.38752
LOC100507300	0.11246	0.141918	0.287366	0.152729	0.439965	0.329069
LOC100507334	0	0	0.265065	0	0	0
LOC100507346	0.0808656	0	0.146462	0	0.0973839	0.149161
LOC100507351	0.0991979	0.0418022	0.050963	0.0169151	0.0245208	0.388997
LOC100507362	0.115481	0.242884	0.120827	0.133736	0	0.337915
LOC100507373	1.99284	1.60722	4.00708	2.78889	4.94658	5.98784
LOC100507377	2.82649	2.09782	4.56689	3.37879	6.15543	9.41718
LOC100507384	0	0	0	0	0	0
LOC100507387	0	0	0.123084	0.491307	0.353503	0.235756
LOC100507389	0.238584	0.251629	1.34187	0.446523	0.234118	0.815449
LOC100507391	0	0.0483386	0.0587943	0.0390366	0.0281241	0.224078
LOC100507410	0	0.107761	0.36969	0.260565	0	0
LOC100507424	2.42138	2.41769	3.57224	2.02186	2.97882	6.66616
LOC100507433	0	0.3387849	0.903166	0.905057	1.35868	1.21548
LOC100507443	0	0	0	0	0.31856	1.28492
LOC100507462	0.239749	0.204493	0.648899	0.412162	0.626864	0.700329
LOC100507463	60.41847	36.86904	85.10123	43.96845	91.52201	61.26839
LOC100507472	0.157553	0.132549	0.429498	0	0.154114	0.204885
LOC100507489	0	0.0479736	0.0582822	0.0387203	0.11154	0.111239
LOC100507501	3.04082	2.44918	4.76445	3.53267	5.76621	5.61525
LOC100507537	5.96046	3.73997	6.40105	4.63027	7.76103	14.2249
LOC100507547	0	0.214614	0.364346	0.310519	0.638599	0
LOC100507557	0.601125	0.347489	0.595623	0.401835	0.624709	1.006389574
LOC100507564	0.364357	0.211312	0.114837	0	0.110824	0
LOC100507577	2.56875	1.26401	2.43397	2.08582	2.9033	2.53995
LOC100507584	1.59631	1.09266	2.79744	1.37964	3.64192	4.94696
LOC100507600	0.504451	0.409379	0.869527	1.04949	0.179222	0.731482
LOC100507632	0.0422762	0	0	0	0	0.0824542
LOC100507634	0.421457	0.132964	0.861677	0.250429	0.618382	0.411054
LOC100507651	0.0887869	0.257968	0.546164	0.331565	0.566894	0.604387
LOC100508120	1.87131	0.699685	3.68161	1.97607	3.31999	3.92148
LOC100527964	1.71931	1.60613	1.24817	0.959197	1.29124	2.41741
LOC100616530	0.407547	0.593361	0.490218	0.978943	0.246	1.215772
LOC100630918	2.82012	0.790824	2.39978	1.64822	3.36851	1.83429
LOC100630923	1.23584	0.743232	1.43044	0.513407	2.49199	1.66308
LOC100631378	0	0.0536345	0	0.0432836	0	0
LOC100652739	0	0.235533	0	0	0	0
LOC100652768	1.09075	0.867585	2.71397	2.16662	2.61529	1.99676
LOC100652770	0.0544423	0.0916042	0.05565	0.110909	0.159751	0.318598
LOC100652772	5.68254	3.25818	6.51319	4.88912	8.40537	9.5928
LOC100652791	0	0.174219	0	0.140487	0	0.202121
LOC100652909	9.24829	6.44721	6.23336	6.19741	11.9219	13.9351
LOC100652999	0.344823	0.239601	0.419094	0.091858	0.946839	0
LOC100653515	0	0.0430203	0.261386	0.104179	0.0500217	0.0997445
LOC100862671	6.87302	3.1932	8.54709	4.49334	11.0884	10.7052
LOC100873065	0	0	0	0.160145	0	0
LOC100996291	0.645181	0.243986	0.918092	0.708046	1.28408	1.30632
LOC100996307	0.3204329	0.189761	0.813801	0.300693	0.657014	0.5162362
LOC100996455	0.836658	0.53603	1.31192	0.594545	1.09877	1.29308
LOC101054525	0.462305	0.405819	1.50974	1.00378	0.722523	2.16542
LOC101055625	0.116305	0	1.247001	1.301545	0.431582	2.65369
LOC101059948	0	0	0	0.377341	0	0.545262
LOC101101776	2.704557	2.040177	6.71256	3.73929	7.1775036413	7.45287
LOC113230	0.172748	0.0726626	0.176339	0.234454	0.506326	0.337116
LOC115110	4.60992	3.93084	4.83456	4.22627	5.23392	3.45777
LOC116437	0.0862488	0.072562	0.17641	0.117164	0.0843942	0.0841094
LOC143666	3.80555	2.72143	6.80411	4.0254	6.94748	8.53038
LOC144486	0.706007	0.454415	0.552177	0.733406	1.13893	0.891158
LOC144742	0.707143	0.310697	0.890809	0.657726	1.15986	1.26619
LOC145474	1.53369	1.19103	1.50713	1.04137	1.90368	1.15074
LOC145783	0.564719	0.506265	1.58407	0.360709	1.48885	1.16743
LOC145820	0.991456	0.967463	1.76664	1.10552	1.72658	1.83781
LOC145837	0	0	0.065554	0.217791	0.37639	0.250335
LOC145845	0	0	0.0361789	0	0	0.206905
LOC146481	0	0	0.183311	0.0405972	0	0.466566
LOC146513	0	0	0.160479	0.106605	0.153556	0.204142
LOC146880	3.610575	3.498802	2.55187	2.897751	2.001727	2.494622
LOC147093	0.150736	0.0422714	0.0513691	0.170613	0.39322	0.294021
LOC147646	1.27597	0.858737	0.955219	0.519541	1.66225	1.162
LOC148145	0.147765	0.0965357	0.160363	0.32795	0.767165	0.633327
LOC148413	20.9366	15.0926	25.1203	19.8705	24.61	18.9661
LOC148696	0.222432	0.0623796	0.227655	0.083966	0.0725966	0.144574
LOC148709	1.19765	0.765121	1.36225	1.13691	2.34568	2.64546
LOC149086	0.0973619	0	0	0.13211	0.0950863	0
LOC149134	0.101776	0	0.311471	0	0	0.198655
LOC149373	0	0	0.169551	0.112706	0	0
LOC149950	0.141369	0	0	0.191645	0	0
LOC150185	0	0	0	0.118046	0	0.680899
LOC150197	0.0973436	0.245687	0.447874	0.330551	0.238079	0.284808
LOC150381	1.81286	1.84916	0.977259	2.05118	2.15207	2.45558
LOC150568	0	0	0.0750618	0	0.0718353	0.143396
LOC150622	0.140897	0.0891767	0.31992	0.20576	0.327721	0.242961
LOC150776	13.5365	12.2618	14.2223	12.4077	15.1244	15.039
LOC150935	1.8231	1.3703	3.44351	2.50394	3.59485	2.61226
LOC151009	0.370729	0.389897	0.854634	0.63009	0.544965	0.541993
LOC151171	0.0441227	0.111362	0.0902427	0.0599368	0.0431723	0
LOC151174	0.165739	1.18752	3.306716	2.009464	3.06063	2.205548
LOC151475	1.99364	1.211	2.75215	1.97901	4.0391	3.7865
LOC151484	0	0.0482186	0	0.0778356	0.112109	0.111807
LOC152217	27.6632	30.4344	31.5494	32.2603	44.7947	29.3251
LOC152225	0.249192	0.195497	0.821339	0.157708	0.373286	0.537616
LOC152578	0	0	0	0.22939	0	0
LOC152742	0.109002	0	0.0557099	0.0370094	0.106615	0.425256
LOC153684	1.85007	1.27711	3.00728	1.57867	3.15591	2.4057
LOC153910	0.4265307	0.117902	0.429893	0.3867761	0.785709	1.2756
LOC154092	0.572228	0.773707	1.03327	0.299083	0.845895	1.62142
LOC154449	0	0	0.257918	0.171451	0.0822836	0.328676
LOC154761	2.91615	2.07241	5.38253	2.97103	5.40023	5.20258
LOC154872	0	0	0.381241	0	0	0
LOC155060	1.1135	1.15989	2.07224	1.15122	2.2378	2.68825
LOC157273	3.70138	1.87005	4.59444	3.31416	6.19706	8.01746
LOC157381	0.566174	0.340884	0.782847	0.478098	1.02675	1.33434
LOC158376	0	0	0.218683	0.0484432	0	0
LOC158434	0.15962	0.100718	0.163262	0.433698	0.546717	0.700441
LOC158435	0.823932	0.612684	1.62211	1.28752	1.47711	1.34223
LOC158572	0.0935574	0.236131	0.334824	0.127083	0.320368	1.82482
LOC158696	5.0349	3.45498	9.50129	7.33323	9.23675	10.6923
LOC1720	0	0	0.123084	0	0	0
LOC200726	0.0811038	0.0682297	0.0828086	0.110087	0	0
LOC200772	0.0943437	0.0396859	0.1447	0.0961122	0.276905	0.184017
LOC201617	0	0.0330761	0.0402129	0.0267056	0.115424	0.0766753
LOC201651	0	0	0	0.118338	0.0851864	0.17016
LOC202181	5.70802	4.00537	8.84356	3.39525	11.173	8.95089
LOC202781	4.23771	3.02926	3.63554	3.25783	5.22299	5.0052
LOC220729	9.25278	10.1464	11.7929	10.9801	12.4705	17.2789
LOC221122	0.18288	0.0778523	0.849087	0.248632	0.268377	0.357981
LOC253039	5.36503	3.87664	2.69149	2.3313	5.17823	4.90938
LOC253044	0.0635925	0	0.129956	0.0431748	0.0621801	0
LOC253573	0	0.0392643	0	0.0316973	0.0456613	0.0910301
LOC254099	0.0679101	0	0.138753	0.138306	0	0
LOC254100	1.42473	0.719129	1.06613	0.708876	3.61802	2.22453
LOC254128	4.707175	2.018844	6.151984	4.095631	9.0173	6.417969
LOC254559	0.844428	0.543282	3.12657	0.995668	1.5077	1.74343
LOC254896	0.0909624	0	0.0928353	0.0617214	0	0.177523
LOC255025	0	0	0.340502	0.226482	0.325958	0.434574
LOC255130	0.0816849	0.067525	0	0.217903	0.392186	0.313253
LOC255167	0.126674221956	0.28975	0.326038157474	0.22371870343	0.740272	0.59334357595
LOC255411	0.228195	0.16136	0.426436	0.389592	0.560199	1.12402
LOC255512	1.04554	0.68408	1.89497	0.630278	0.907048	1.36078
LOC255654	0.848318	0.203891	1.11172	0.739606	1.53733	2.36606
LOC256021	0	0.16984637879	0.102029	0.102827606485	0.34561207583	0.196896388369
LOC256880	0.683224	0.16701	0.424461	0.641759	1.16953	1.05828
LOC257358	0.487188	0.327898	0.996234	0.529391	0.953234	0.570165
LOC257396	4.25401	3.25903	7.0519	5.83634	7.23671	7.92698
LOC282997	2.67632	2.36722	3.75275	2.88232	5.26243	4.43418
LOC283038	0.075756	0	0	0.167854	0.0765291	0.173126
LOC283070	1.41626	0.335112	1.99142	0.480964	3.50767	0.863215
LOC283143	0.681764	0.246761	0.997069	0.761895	1.28225	2.08429
LOC283174	0.331826	0.36129	0.239784	0.397933	0.172038	0.494757
LOC283177	0.395752	0.264323	0.758703	0.450935	1.14777	1.00879
LOC283194	0.122571	0.0687472	0.0835755	0.222019	0.199909	0.15937
LOC283214	0.152195	0.128275	0.239008	0.49737	0.156811	0.308788
LOC283299	1.37546	0.602738	2.02139	1.31783	1.38165	3.32746
LOC283332	0.0457202	0.0384647	0	0.0931572	0.0447329	0.17835
LOC283335	2.71765	1.54249	3.68993	2.52807	5.34424	4.59749
LOC283403	0	0	0	0.177049	0.169934	0.16972
LOC283440	0	0	0	0.155083	0.222818	0
LOC283585	2.28201	1.23424	2.89657	2.10528	3.11026	3.9655
LOC283587	0.72097	0.849058	0.880976	0.488657	1.54651	0.844737
LOC283663	1.24104	0.817513	1.74739	1.02365	2.71488	2.02836
LOC283683	3.60422	4.64183	3.81602	4.07165	4.90485	5.59373
LOC283688	0.196286	0.291549	0.558696	0.456295	0.68607	0.68624
LOC283692	0	0.211673	0	0.10252	0	0
LOC283693	2.06502	0.798827	3.436	1.38672	3.86216	4.32065
LOC283710	0.336144	0.0942578	0.91402	0.30398	0.218745	1.09367
LOC283731	0.375137	0.164301	0.69692	0.173336	0.443497	0.699806
LOC283761	0.0909464	0.153028	0.274894	0.216194	0.325381	0.0886931
LOC283856	0.705851	0.637089	1.20829	1.04268	1.11894	1.83298
LOC283867	0	0	0	0	0	0.362819
LOC283914	0.8085319	0.1688343	1.8225784	0.846925	1.463794	1.3400223
LOC283922	2.18447	1.58479	3.18901	1.86326	5.19544	2.23033
LOC284009	1.81327	1.90681	2.52962	1.22681	4.84744	2.2142
LOC284023	4.90001	2.51379	6.88266	3.84463	8.18355	8.15828
LOC284080	0	0	0.043003	0.0856806	0.0411449	0
LOC284100	0.322989	0.073762	0.233953	0.0307903	0.221929	0.436824
LOC284260	2.106629	1.419113	2.889232	2.122828	3.898973	3.528407
LOC284276	1.90882	1.67011	3.40746	2.71695	3.37615	2.32166
LOC284294	0.322217	0.107404	0.782682	0.606735	0.748984	0.871739
LOC284344	0	0.0545229	0.198174	0.218631	0.157371	0.250924
LOC284379	1.56302	2.18692	4.55738	2.74175	5.19715	3.1615
LOC284385	1.42319	0.648548	2.1817	1.85214	2.20368	2.19796
LOC284395	0.439406	0.147757	0.822044	0.480906	0.823083	0.876311
LOC284412	3.87988	4.04328	8.43366	5.96667	4.47278	5.083
LOC284454	35.2898	28.6968	40.1407	33.5323	49.598	60.4312
LOC284551	5.11986	4.26931	9.39989	6.18578	10.465	10.2061
LOC284578	2.08262	1.5968	3.27835	2.02781	4.30884	4.44877
LOC284581	2.04281	1.74488	3.99281	2.01045	4.66019	4.22621
LOC284632	1.33306	0.599955	1.30854	1.15196	1.9767	2.62156
LOC284648	0	0.375056	0.227662	0.151306	0.0726257	0.724899
LOC284661	0.0519774	0	0.26568	0.28238	0	0.405551
LOC284688	0	0	0	0	0.0619467	0.370789
LOC284751	0	0	0.144296	0.0638959	0.276133	0.275253
LOC284757	1.4899	1.42363	2.61807	1.25786	3.93363	2.57581
LOC284788	0.0687418	0	0	0.0466657	0	0
LOC284798	0	0.146437	0.12763	0.0453222	0.0425782	0.130099
LOC284801	4.10586	4.6282	5.52315	6.83642	5.8334	9.83449
LOC284837	0.0452249	0.057074	0.462912	0.169021	0.354276	0.176365
LOC284865	1.11211	0.874929	1.2268	0.886048	2.05059	1.92385
LOC284889	4.89573	7.66209	3.57333	5.45286	3.62215	5.502
LOC284933	0.237217	0	0.161483	0	0	0.154295
LOC284950	1.652	1.11432	2.54882	1.85699	3.43009	4.54465
LOC284998	0	0.0368472	0	0.0594955	0.0428546	0
LOC285000	0.157161	0	0.160482	0.160001	0.230384	0.153334
LOC285033	2.54008	3.26863	5.31892	3.56515	4.82077	4.59777
LOC285074	2.88458	2.38551	3.54114	2.25989	4.72617	5.81343
LOC285084	0.101307	0.0568212	0.0345487	0.0688235	0.0661075	0
LOC285419	0	0.163791	0.2870878	0.3496551	0.454849	0.647107
LOC285441	0.0611298	0	0	0.16602	0	0.357765
LOC285484	0.0745777	0	0.152333	0.0506212	0.145786	0
LOC285501	0.503716	0.294774	1.32522	0.777412	0.512014	1.15201
LOC285540	3.59786	1.60241	4.59095	2.68319	6.17005	5.1454
LOC285547	0.202899	0.0426747	0	0	0.0496206	0
LOC285548	0	0	0	0.0423756	0	0.121762
LOC285577	0	0	0.033683	0.0447318	0.0966759	0.128403
LOC285593	0.0612039	0.0663134	0.0625435	0.0415551	0.2565825	0.238799
LOC285626	0.139381	0.410402	0.433322	0.615012	0.476895	0.679852
LOC285627	0	0	0.0548828	0.109378	0.157548	0.209462
LOC285629	0.138287	0.0387806	0.141405	0.125229	0.135299	0.359632
LOC285692	0.0589193	0.247842	0.361289	0.800119	0.921924	0.919515
LOC285696	1.86315	1.62372	3.01063	2.16897	3.20751	3.53915
LOC285740	2.848968	2.13633	3.396012	2.635493	4.642852	5.105214
LOC285758	1.58135	1.01051	2.52915	1.77557	2.22474	2.70509
LOC285762	1.60374	0.458242	3.40587	2.81648	4.56178	7.08087
LOC285768	0	0	0.187007	0.0310524	0	0.0891751
LOC285819	0.54305	0.363451	0.291413	0.662426	0.414802	0.466245
LOC285847	0.066068	0.486311	0.596607	0.437698	0.694611	1.24688
LOC285878	0.0348284	0	0.0356309	0.0236603	0.0340895	0
LOC285889	0.918222	0.302572	1.03354	0.430943	1.55638	1.55469
LOC285972	18.8072	11.5652	7.01716	8.25217	11.5391	18.8579
LOC286059	0.040319	0.0678419	0.0412383	0.109549	0	0.314539
LOC286083	0	0	0.143562	0.0714983	0.103013	0.205251
LOC286094	0.0910443	0	0	0.123554	0.0889362	0
LOC286114	0	0	0.0681883	0.0906222	0	0
LOC286135	0.149134	0.250938	0.228831	0.202615	0.255425	0.727117
LOC286177	0.223059	0.240112	0.686982	0.324904	0.54023	0.567755
LOC286184	0.860798	0.280899	1.06874	0.776711	1.04378	1.21621
LOC286186	1.95528	1.18646	2.01611	1.48366	2.3505	2.50243
LOC286189	2.82865	2.09317	6.28192	3.45769	5.15608	6.69919
LOC286190	1.52687	1.19959	2.28904	1.18821	2.65001	4.13325
LOC286238	0	0	0	0	0	0
LOC286297	0.4090520744614	0.0758779	0.53937	0.488824	0.312394	1.442412
LOC286359	1.85941	1.62929	2.50859	2.21704	3.56515	4.10802
LOC286367	0.153877	0.0258921	0.06298	0.0418175	0.210887	0.360086
LOC286370	0.117033	0.131283	0.478835	0.211996	0.458134	0.684746
LOC286437	13.8813	10.8739	25.1427	18.9251	29.9045	38.7486
LOC286442	0.0615019	0.0517408	0.188542	0.0417573	0.120281	0.239963
LOC286467	1.41768	1.35444	1.61203	1.49869	1.19135	3.68518
LOC338651	0.0946531	0.278712	0.629085	0.321423	0.509322	0.461551
LOC338758	0.634126	0.62242	0.720807	0.646175	1.06892	1.03055
LOC338799	6.175	4.52259	4.89726	4.73402	6.74603	8.07945
LOC338817	1.04198	0.778595	1.5577	0.847529	1.58836	2.36479
LOC338963	0.164051	0	0.0837466	0.222672	0.320607	0.320127
LOC339166	0.873789	0.394262	0.690967	0.792075	1.29587	1.24134
LOC339240	0.100268	0.112477	0.239364	0.295178	0.261721	0.651789
LOC339298	0.317719	0.242717	0.799675	0.309626	0.663481	0.302183
LOC339442	0	0.0394831	0.0479873	0.127495	0	0
LOC339505	0.356868	0.41828	0.826894	0.408951	0.53044	0.723717
LOC339524	0.158766	0.0292112	0.106563	0.0538775	0	0.13103241
LOC339529	0	0	0.123741	0.0411074	0	0.236221
LOC339535	0.144257	0.12136	0.368364	0.244806	0.282021	0.140732
LOC339568	0	0	0.223725	0	0.0713692	0
LOC339593	0.0471278	0	0.144565	0.160778	0.327091	0.183845
LOC339622	0.198294	0.164553	0.160086	0.217698	0.459467	0.610273
LOC339666	0.0708138	0	0.578673	0.0961404	0.484564	0
LOC339788	0.19861	0.125319	0.304587	0.303484	0.777179	0.968502
LOC339803	9.40372	6.42207	13.739	8.82857	16.4148	16.6161
LOC339807	0	0	0.314619	0.0836162	0.120427	0
LOC339822	0.072647	0	0.371004	0.0493127	0.0710109	0
LOC339862	0	0.038622	0.0469426	0.124717	0.0449155	0.08954
LOC339874	0.27339	0.322003	0.279452	0.185647	0.427844	0.426638
LOC339894	0.803642	0.363702	1.22037	0.618495	1.3807	1.2541
LOC339975	0.72396	0.806311	1.39101	1.03135	1.41657	2.06225
LOC340017	1.6015	1.81884	2.20757	2.06517	3.2083	3.59383
LOC340073	0	0	0	0.10141	0	0
LOC340074	0.105695	0	0.0540235	0.0717755	0.0516933	0
LOC340094	0	0	0.127553	0.0847512	0.0610302	0
LOC340107	0.0467787	0.0393552	0.0478321	0.0317706	0.0915337	0.364964
LOC340113	0.0538044	0.0452655	0.0549995	0.0730738	0.0526276	0.104954
LOC340357	0.157453	0	0.640963	0	0	0
LOC340508	0	0.0398721	0.339214	0.160938	0.185468	0.554641
LOC340515	2.34946	1.29112	3.06725	2.02398	3.61309	4.42209
LOC341056	0.106242	0	0.217374	0.0721291	0.0520004	0
LOC344595	0.292796	0.492375	0.462235	0.899506	0.28429	0.193578
LOC344887	0.0992564	0	0.101479	0.404447	0.388399	1.16163
LOC344967	1.10674	0.779232	2.33668	1.37147	3.41789	2.45026
LOC348761	0	0.0754694	0.0917891	0.0609451	0.17563	0.291542
LOC349160	0.717697	0.30189	0.806382	0.493818	0.420933	0.280063
LOC349196	1.472858	0.681528	2.86267	2.101116	1.9820700124821	3.446891
LOC374443	15.337505	15.477478	15.881812	15.34214	29.926347	25.72421
LOC375196	0.109025	0	0	0.338026	0.41428	0
LOC375295	1.52471	0.824546	0.999584	1.84675	2.12638	3.18893
LOC387723	2.26514	1.45235	3.12122	2.66518	4.81248	4.37354
LOC387895	0.205894	0	0.627251	0	4.00672	2.41309
LOC388152	0.387228	0.600479	1.33304	1.00701	1.1071	0.96106
LOC388242	0.409122	0.41445	0.502446	0.712	0.91532	0.617484
LOC388499	0.218269	0.0618307	0.0741524	0.196985	0.641514	0.283931
LOC388553	0	0.0817476	0	0.197784	0.189808	0
LOC388692	7.47247	5.68147	11.0608	7.02022	12.7559	11.3991
LOC388796	24.2721	24.97596	16.04449	19.81845	19.91667	21.05787
LOC388813	0.132645	0	0	0	0	0
LOC388849	0.803993	0.169063	0.408271	0.136038	0	0
LOC388906	0.272642	0.152907	0.185504	0.0616659	0.443883	0.354727
LOC388942	0	0	0	0.122516	0.0588184	0
LOC388948	0.110698	0	0.225764	0.300325	0.864476	0
LOC389023	0	0	0.171385	0.114123	0.328267	0
LOC389033	0	0	0	0.251273	0	0
LOC389043	0.0345426	0	0.141356	0.0234663	0.0338101	0.269456
LOC389247	2.33526	1.14716	2.35045	1.12611	1.27335	2.70684
LOC389332	0	0	0.0659298	0.0876163	0	0
LOC389458	0.450287	0	0.456885	0	0	0
LOC389634	0.380783	0.80072	0.967355	1.09929	2.03868	1.5773
LOC389641	3.61451	2.6521	3.47953	2.25054	2.51577	2.92234
LOC389705	0	0.107218	0	0.259254	0.124346	0.746597
LOC389765	0.805161	0.309774	1.11816	0.482678	1.20942	1.38868
LOC389791	3.76697	2.46325	5.65983	4.67752	6.52906	7.65293
LOC389895	0.271908	0	0.0925035	0.184501	0	0
LOC389906	1.88589	2.61018	2.42455	1.41815	2.20113	1.66152
LOC390660	0.515258	0.156062	0.232078	0.3848938	0.25145	0.401863
LOC390705	1.32404	0.278522	2.00688	1.341602	1.282494	1.293102
LOC391322	5.14367	2.14055	7.92244	3.63043	0.770014	3.48957
LOC392196	0	0	0.197464	0.0523578	0.189355	1.05364
LOC392232	0.0793086	0	0.0811192	0	0	0.0773378
LOC392364	0.571653	0.961776	3.03078	0.620316	1.11592	2.00878
LOC399715	1.46557	0.956729	1.56845	1.50553	2.04047	2.44696
LOC399744	0.79842	0.665122	0.913312	0.948977	1.15801	1.44335
LOC399753	0	0.0873077	0	0.247034	0.223422	0
LOC399815	0.458851	0.30023	0.893037	0.692483	0.804729	0.201851
LOC399829	0	0.0484155	0.157096	0.117318	0.0375706	0.149602
