Coculture_t24h_Donor1_IL-15-1ng-mL	Coculture_t24h_Donor1_IL-15-1nM	Coculture_t24h_Donor1_IL-15-Monalizumab	Coculture_t24h_Donor1_Mabkine	Coculture_t24h_Donor1_Monalizumab	Coculture_t24h_Donor2_IL-15-1ng-mL	Coculture_t24h_Donor2_IL-15-1nM	Coculture_t24h_Donor2_IL-15-Monalizumab	Coculture_t24h_Donor2_Mabkine	Coculture_t24h_Donor2_Monalizumab	Coculture_t24h_Donor3_IL-15-1ng-mL	Coculture_t24h_Donor3_IL-15-1nM	Coculture_t24h_Donor3_IL-15-Monalizumab	Coculture_t24h_Donor3_Mabkine	Coculture_t24h_Donor3_Monalizumab
MIR4252	0	19.3655	0	0	25.7146	44.0354	0	0	0	0	0	15.7585	0	10.9998	0
MIR4253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4255	7.88584	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4257	0	0	0	0	0	0	0	0	5.22949	0	0	0	14.8855	0	0
MIR4258	4.43084	48.2265	53.3706	48.3036	11.0559	39.5462	41.9312	9.64409	18.2337	22.104	41.4421	12.049	19.4844	18.1847	0
MIR4260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4261	0	0	32.6666	44.544	0	0	32.4457	15.8017	15.7742	21.3195	0	0	0	0	58.3023
MIR4262	0	0	0	0	0	30.6851	0	0	0	0	0	0	0	0	0
MIR4263	39.3494	20.1496	0	0	0	12.377	0	11.9543	0	0	12.7295	0	16.3436	0	0
MIR4264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4267	0	0	7.01816	5.165	0	0	0	0	0	0	13.0587	0	0	0	0
MIR4268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4269	10.7908	9.80324	0	0	0	12.028	0	0	0	0	0	0	7.88596	0	0
MIR4270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4271	9.19759	50.7397	11.4962	0	0	0	0	0	0	0	0	0	0	9.81742	0
MIR4272	0	0	0	0	0	20.9397	0	0	0	0	0	0	0	0	0
MIR4273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4274	0	0	0	0	0	0	0	0	0	22.104	0	0	0	0	0
MIR4275	0	0	0	0	0	0	0	0	0	8.1795	0	0	0	0	7.77946
MIR4276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4277	0	0	6.57884	0	0	0	0	0	0	0	0	0	0	0	0
MIR4278	0	0	0	0	0	0	0	0	0	0	20.087	0	0	0	0
MIR4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4280	0	12.2424	0	0	0	14.9085	0	0	0	0	0	9.42251	0	0	10.5886
MIR4281	0	0	0	0	27.005	0	0	0	0	0	0	0	0	0	0
MIR4282	0	0	0	16.3854	0	0	0	0	0	0	0	0	0	0	0
MIR4283-1	0	0	3.6925	0	0	0	0	3.22314	0	4.98294	6.80048	0	0	0	9.29644
MIR4283-2	0	0	3.6925	0	0	0	0	3.22314	0	4.98294	6.80048	0	0	0	9.29644
MIR4284	78.4446	10.5738	36.0499	15.985	0	26.2725	13.9908	24.9478	0	28.979	39.9733	0	8.63248	23.8701	55.1211
MIR4285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR429	0	0	0	0	13.6965	0	0	0	0	0	0	0	0	0	0
MIR4290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4292	18.3952	0	45.985	16.3854	22.0075	19.6073	10.9768	10.1947	10.3581	15.6807	0	39.5272	43.8219	49.0871	43.3952
MIR4294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4295	5.22679	0	0	0	0	0	0	0	16.2203	0	0	0	15.3355	0	0
MIR4296	0	0	0	0	0	0	5.67282	0	0	0	0	0	0	0	0
MIR4297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4298	15.2751	27.1953	55.2722	20.4341	18.2081	0	35.2964	24.5556	8.09931	25.1411	17.2194	0	0	0	23.8612
MIR4299	0	0	0	0	0	17.0173	0	0	0	0	0	0	0	0	0
MIR4300	0	0	0	0	0	8.71761	0	0	0	0	0	0	0	0	0
MIR4301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4302	35.5351	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4303	9.40285	0	0	8.42434	0	0	0	0	0	0	0	0	0	0	0
MIR4304	0	0	0	0	0	0	13.5136	0	0	0	0	0	0	0	0
MIR4305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.9678
MIR4306	4.43084	0	0	0	0	0	5.2414	0	0	0	0	0	0	0	0
MIR4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4308	12.0684	10.5738	0	5.32834	0	13.1362	0	0	6.15863	28.979	0	0	51.7949	29.8377	0
MIR4309	0	10.0748	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4311	3.60269	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4312	0	0	0	6.14223	0	14.9085	0	0	0	11.3342	0	9.42251	0	0	0
MIR4313	0	0	0	0	0	0	0	3.78996	0	0	0	0	5.0653	0	0
MIR4314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4315-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4315-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4316	8.21758	0	0	0	0	17.3491	0	0	0	13.4647	0	0	0	8.24944	12.7841
MIR4317	38.7218	0	0	0	0	0	0	0	0	0	22.6027	0	0	0	0
MIR4318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.18685
MIR4319	0	0	0	0	0	0	0	0	0	0	0	7.06278	0	0	0
MIR432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4320	0	0	0	0	0	40.3106	0	0	0	0	0	0	0	0	0
MIR4321	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05236	0
MIR4322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4323	17.121	0	0	0	0	0	0	0	0	0	20.087	0	0	0	0
MIR4324	15.7717	0	9.53011	0	0	0	0	0	0	38.7107	35.6298	0	0	0	0
MIR4325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4326	0	0	16.2095	0	0	0	15.4336	14.7166	0	0	0	0	0	0	18.9945
MIR4327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4329	0	0	0	0	0	0	0	8.84597	0	13.4647	0	0	0	0	0
MIR433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4420	0	0	0	0	0	0	0	0	0	21.8887	0	0	0	0	10.1858
MIR4422	0	10.0748	20.3322	4.97988	0	0	0	0	0	0	0	0	16.3436	0	26.4586
MIR4423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4429	7.63755	0	0	6.81137	0	0	0	0	0	0	0	31.8843	0	0	11.9306
MIR4432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4434	0	0	0	25.1243	0	0	35.1437	0	34.8238	48.9571	62.5881	20.9063	0	0	0
MIR4435-1	37.0048	0	0	38.3354	0	40.4206	42.5238	6.44628	31.5156	9.96588	13.60096	0	17.92968	24.2094	27.8894
MIR4435-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4436A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4436B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4436B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4437	0	0	0	0	0	0	14.6252	0	0	0	0	0	0	0	0
MIR4439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4440	0	0	0	0	18.8943	8.37057	0	0	0	0	8.71955	0	10.8418	7.61034	17.9991
MIR4441	0	0	0	0	0	0	0	0	0	0	8.35259	4.82965	0	0	5.73493
MIR4442	9.19759	0	0	8.19271	0	0	0	0	0	0	0	0	14.6073	9.81742	28.9301
MIR4443	0	0	0	0	0	33.0417	0	0	0	0	0	0	0	0	0
MIR4444-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4446	55.1856	0	0	0	22.0075	39.2146	0	0	0	0	21.3448	0	14.6073	0	0
MIR4449	0	17.4195	0	0	0	0	0	21.36	22.0633	32.4485	0	0	0	20.4949	0
MIR4450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4451	0	0	0	0	22.6544	0	0	0	0	0	0	0	0	0	0
MIR4453	0	0	0	0	0	0	0	0	0	7.20663	0	0	0	0	0
MIR4454	41.037	0	0	0	0	34.1888	0	20.0418	0	0	0	38.3869	22.5865	0	0
MIR4456	0	0	0	0	0	0	0	0	0	0	0	34.1778	7.79234	0	14.2498
MIR4457	0	0	0	7.95273	0	0	0	0	0	0	0	0	0	0	0
MIR4458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4461	7135.24	7360.18	5489.75	6578.51	6787.72	7717.9	9641.37	6763.08	7387.13	8937.53	6593.97	7948.27	6476.3	6823.46	6540.08
MIR4462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4465	0	0	0	7.36747	0	0	0	0	0	0	0	0	0	0	0
MIR4466	0	0	0	0	0	0	17.1793	0	0	0	0	0	0	0	0
MIR4467	0	19.3655	13.7395	28.2929	0	0	0	0	0	0	0	0	16.3268	0	0
MIR4468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4470	0	0	0	0	0	0	0	0	8.4128	0	0	0	0	0	0
MIR4471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4472-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4472-2	128.766	16.9132	34.4887	65.5417	88.0299	58.8219	10.9768	40.7787	51.7903	31.3614	128.069	39.5272	29.2146	29.4523	101.256
MIR4473	22.1542	0	0	4.0253	0	9.88655	0	9.64409	9.11685	14.736	0	0	6.49481	0	35.3899
MIR4474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4479	0	0	0	7.18284	0	0	0	0	0	0	0	0	0	0	0
MIR448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4480	0	0	0	0	0	0	0	0	0	0	0	0	12.4772	0	0
MIR4482-1	41.7022	0	0	7.36747	41.0176	17.8344	0	9.15449	18.5239	0	0	11.7848	26.002	8.62396	0
MIR4483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4484	0	0	0	29.8793	0	12.377	6.66074	5.97717	0	9.13775	0	0	0	0	0
MIR4485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4488	0	0	0	0	0	0	0	0	0	0	25.5914	0	0	0	16.9604
MIR4489	65.725	39.645	14.0222	0	54.01	22.9966	0	24.6362	13.3708	0	0	31.2448	50.4281	34.351	84.8018
MIR4490	0	9.80324	0	4.85058	0	0	0	0	0	0	12.3945	0	0	0	0
MIR4491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4493	0	0	0	0	0	0	0	24.5556	0	0	0	0	0	0	0
MIR4497	0	0	0	0	0	0	5.53743	0	0	0	0	0	0	0	0
MIR4498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR449A	0	0	0	0	0	0	0	0	0	0	10.3605	0	0	0	0
MIR449B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR449C	0	0	0	0	0	0	0	0	0	0	10.0504	0	0	0	0
MIR4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5886
MIR4500HG	0.0954208	0	0.0583022	0.255558	0	0	0	0	0.04857	0	0	0	0	0	0
MIR4503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4505	7.63755	13.5976	0	0	36.4161	16.4857	0	0	0	0	0	21.2562	0	0	0
MIR4508	0	0	0	0	0	0	0	0	0	0	19.0415	0	0	0	0
MIR4509-1	0	0	0	1.242684	0	6.09711	1.628082	0	0	0	3.18348	1.849725	0	1.400244	0
MIR4509-2	0	0	0	1.242684	0	6.09711	1.628082	0	0	0	3.18348	1.849725	0	1.400244	0
MIR4509-3	0	0	0	1.242684	0	6.09711	1.628082	0	0	0	3.18348	1.849725	0	1.400244	0
MIR450A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR450A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR450B	0	0	0	0	15.3113	0	0	0	0	0	0	0	0	0	0
MIR4510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4513	0	0	6.16291	9.13498	25.1642	22.594	0	5.50782	5.22949	0	23.3855	13.8049	22.3283	15.4596	15.9383
MIR4514	0	0	0	0	0	0	0	0	0	42.938	0	0	0	0	0
MIR4515	0	10.5738	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4516	10.1252	9.16732	6.16291	13.7025	0	22.594	0	16.5235	5.22949	8.43404	0	41.4146	0	10.3064	23.9075
MIR4517	69.4851	11.2695	7.59701	11.279	60.3019	13.8395	7.34646	13.4247	19.3966	61.8525	14.0101	34.0819	9.1945	6.23994	48.2485
MIR4518	44.9708	0	13.5548	29.8793	0	24.754	13.3215	0	11.6019	63.9643	38.1886	14.9462	8.17179	11.2949	17.6391
MIR4519	0	22.0648	16.3333	0	0	51.8848	0	15.8017	0	21.3195	0	0	62.9512	12.9479	19.4341
MIR451A	0	13.9515	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR451B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4520A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4520B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4521	0	0	15.9139	0	0	0	0	0	0	0	0	17.2694	0	12.3951	0
MIR4522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4524A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4524B	0	0	0	0	0	5.99828	0	0	0	0	0	0	0	0	0
MIR4526	0	0	17.9103	0	0	10.9799	5.85409	0	0	0	0	0	0	0	0
MIR4529	0	11.5274	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4530	0	0	0	0	0	0	0	0	0	21.3906	0	0	0	0	0
MIR4531	0	0	0	0	0	0	0	32.038	0	0	0	0	0	0	0
MIR4532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4534	0	0	0	0	0	25.1723	0	0	0	0	0	0	0	0	0
MIR4535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4536-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR454	18.8629	0	0	0	0	5.99828	12.5245	2.82413	2.7033	0	18.5568	14.1046	0	2.71983	8.68209
MIR4540	0	0	0	24.5525	0	0	0	17.2574	0	0	0	0	0	0	0
MIR455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4632	0	0	7.83281	0	0	14.229	0	6.9446	0	0	14.4009	8.75713	0	0	0
MIR4633	0	11.2695	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.29644
MIR4637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4638	8.84499	0	0	0	0	0	0	0	0	0	20.6875	0	0	0	0
MIR4639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4640	0	0	0	0	0	10.1741	0	0	0	0	0	0	0	0	0
MIR4641	0	0	0	16.8487	0	0	0	0	11.0317	0	0	0	0	0	15.011
MIR4642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4644	0	19.6065	0	0	0	24.0559	0	0	11.2223	0	24.7891	0	0	5.46061	0
MIR4645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4646	0	0	0	9.43097	25.7146	0	0	0	12.7499	0	0	0	0	0	0
MIR4647	0	0	8.65723	18.0428	0	0	0	0	12.128	5.14984	54.0352	0	1.5762	30.1705	1.02138
MIR4648	0	11.2695	0	5.63949	15.0755	0	0	13.4247	6.46552	0	0	0	9.1945	12.4799	19.2994
MIR4649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4650-1	0	0	0	0	0	0	0	0	0	0	7.6803	0	0	0	0
MIR4650-2	0	0	0	0	0	0	0	0	0	0	7.6803	0	0	0	0
MIR4651	7.63755	0	9.21204	0	18.2081	0	0	8.18519	8.09931	0	0	0	0	0	11.9306
MIR4652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4653	11.2427	0	0	0	0	0	0	0	5.80097	9.13775	0	0	8.17179	0	0
MIR4654	0	0	0	6.14223	0	0	7.99331	0	0	0	15.3606	0	0	0	0
MIR4655	0	0	0	0	0	16.0455	0	0	0	0	0	0	0	0	0
MIR4656	21.3307	0	0	0	0	0	8.2586	7.61709	0	34.6598	15.9803	9.84777	0	0	0
MIR4657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4659A	48.2736	0	7.20998	0	0	0	0	6.23695	0	19.3193	13.3244	0	0	0	0
MIR4659B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4660	0	26.1928	8.86874	6.62489	0	0	0	0	0	0	0	30.5703	0	0	0
MIR4661	0	0	0	0	0	0	0	0	0	0	16.6514	0	0	0	0
MIR4663	0	12.2424	0	0	0	14.9085	7.99331	0	0	0	0	0	0	0	0
MIR4664	0	0	0	0	19.5378	0	0	0	8.82374	0	0	0	0	0	0
MIR4665	0	0	0	0	0	0	0	0	4.05501	0	0	0	0	0	0
MIR4666A	12.6337	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4670	0	0	0	0	0	0	8.2586	0	0	0	0	0	0	0	0
MIR4671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4672	0	0	0	0	14.4379	0	0	0	0	0	0	0	0	0	0
MIR4673	0	0	0	0	0	0	15.4336	0	0	41.9794	0	0	0	12.7272	0
MIR4674	0	0	0	0	0	10.9799	0	0	0	0	0	0	7.15152	0	0
MIR4675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4676	0	0	0	0	18.7583	0	0	0	0	0	0	0	0	0	0
MIR4677	0	0	0	0	0	0	0	0	6.30312	0	13.601	0	0	0	0
MIR4678	0	0	0	6.62489	0	0	0	0	0	0	0	0	0	0	0
MIR4679-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4679-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4681	0	0	0	0	18.7583	0	0	8.53044	33.6512	0	35.6298	0	0	0	0
MIR4682	0	0	0	0	0	0	0	0	6.30312	0	0	8.22968	0	0	0
MIR4683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4685	51.3629	15.7555	21.5949	22.8943	0	0	0	19.2653	0	14.47	20.087	24.3977	0	0	13.6712
MIR4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4687	0	1.77739	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4688	0	0	0	4.97988	0	12.377	6.66074	5.97717	5.80097	0	0	0	0	5.64746	0
MIR4689	0	0	0	14.7349	0	0	0	9.15449	0	0	0	0	0	0	0
MIR4690	0	0	0	10.4654	0	0	14.6252	0	43.6329	40.4296	0	17.2694	18.3124	12.3951	18.9062
MIR4691	78.4018	94.8982	25.4373	47.0299	26.1094	46.8245	56.4052	22.693	48.6609	34.5324	48.0057	14.1256	99.6805	26.3698	32.9256
MIR4692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4696	0	0	0	0	0	17.8344	0	0	0	0	19.0415	0	0	0	0
MIR4697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.29644
MIR4699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4700	0	0	0	0	11.9984	0	0	0	0	0	0	0	7.89425	11.6667	0
MIR4701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4706	0	0	0	25.825	0	0	0	0	0	0	13.0587	0	8.41724	0	9.06981
MIR4707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4711	8.34043	0	20.8617	0	0	0	0	0	0	0	0	0	0	0	0
MIR4712	17.3759	10.3025	0	5.165	0	0	0	0	0	0	13.0587	0	0	5.77729	0
MIR4713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4715	0	0	0	0	0	0	0	0	6.46552	10.3088	0	8.52049	0	6.23994	0
MIR4716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4717	0	0	0	0	0	0	0	0	0	0	17.8149	0	0	0	0
MIR4718	13.8355	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4720	0	0	0	0	0	0	7.99331	7.38108	0	0	0	0	0	0	0
MIR4721	0	0	0	4.21333	0	0	0	0	4.79374	0	0	0	0	0	0
MIR4722	23.6901	84.2419	0	31.3962	0	0	29.2503	27.4763	58.1772	40.4296	28.1541	86.3472	18.3124	37.1854	0
MIR4723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4727	0	0	18.1046	0	0	0	0	0	0	0	0	0	0	0	0
MIR4728	0	0	0	0	0	0	0	0	0	0	21.3448	0	14.6073	0	14.4651
MIR4729	0	0	9.53011	0	0	0	0	0	0	12.9036	0	0	0	0	0
MIR4730	20.7591	0	0	0	0	0	0	7.38108	0	0	0	0	0	0	0
MIR4731	8.34043	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4733	0	12.2424	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4734	0	0	0	0	20.5088	0	10.1847	0	0	0	0	0	0	0	0
MIR4735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4736	0	0	0	24.7068	0	0	19.9066	0	0	0	0	0	0	0	0
MIR4737	205.163	169.181	122.57	79.925	72.1894	13.1362	118.922	31.1848	61.5863	38.6386	66.6222	71.321	60.4274	125.318	101.055
MIR4738	4.90938	0	0	0	0	0	0	5.33556	0	0	0	0	0	0	7.77946
MIR4739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4740	0	0	13.7395	9.43097	0	0	13.0603	0	0	0	24.7451	0	0	0	0
MIR4741	19.5395	14.6102	3.765	28.7653	0	12.7661	0	11.9395	29.391	15.2601	0	0	21.3751	6.82376	0
MIR4742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4744	0	0	0	0	0	0	6.79569	0	0	0	13.0587	0	0	0	0
MIR4745	0	0	14.0222	0	0	0	0	0	0	0	0	0	0	11.4503	0
MIR4746	49.3055	0	0	14.3657	58.6134	0	19.6167	0	26.4712	0	18.5255	0	12.4772	24.7483	0
MIR4747	0	22.6691	18.547	0	0	0	0	0	0	0	0	18.9758	0	13.9813	0
MIR4748	57.9197	0	0	41.32	14.088	0	6.79569	6.09703	11.9051	0	65.2936	7.71507	16.8345	28.8864	72.5585
MIR4749	0	0	0	0	0	0	0	0	0	0	0	16.1878	0	0	0
MIR4750	12.9103	21.1781	0	22.9824	98.5859	0	0	16.8404	0	0	31.8712	0	0	0	39.6749
MIR4751	0	0	0	0	0	0	0	0	0	0	0	0	6.65861	0	0
MIR4752	7.88584	0	0	0	18.7583	17.0173	0	0	0	0	0	0	0	0	0
MIR4753	0	0	0	0	0	12.377	0	0	0	0	0	0	0	0	0
MIR4754	0	0	0	16.8533	23.1105	0	5.53743	0	0	7.75819	10.8762	0	6.80634	4.75049	0
MIR4755	47.315	27.903	0	14.1118	18.7583	34.0346	18.7621	0	33.6512	12.9036	17.8149	21.9009	11.9915	7.88929	50.014
MIR4756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
